timestamp,latency_ms,status_code,anomaly
7/2/2025 11:07,211,200,0
7/2/2025 11:08,119,200,0
7/2/2025 11:09,1536,200,1
7/2/2025 11:10,119,200,0
7/2/2025 11:11,276,200,0
7/2/2025 11:12,253,200,0
7/2/2025 11:13,193,200,0
7/2/2025 11:14,139,200,0
7/2/2025 11:15,257,200,0
7/2/2025 11:16,223,200,0
7/2/2025 11:17,233,200,0
7/2/2025 11:18,116,200,0
7/2/2025 11:19,295,200,0
7/2/2025 11:20,186,200,0
7/2/2025 11:21,119,200,0
7/2/2025 11:22,276,200,0
7/2/2025 11:23,260,200,0
7/2/2025 11:24,136,200,0
7/2/2025 11:25,285,200,0
7/2/2025 11:26,140,200,0
7/2/2025 11:27,169,200,0
7/2/2025 11:28,117,200,0
7/2/2025 11:29,234,200,0
7/2/2025 11:30,289,200,0
7/2/2025 11:31,222,200,0
7/2/2025 11:32,217,200,0
7/2/2025 11:33,231,200,0
7/2/2025 11:34,197,200,0
7/2/2025 11:35,151,200,0
7/2/2025 11:36,139,200,0
7/2/2025 11:37,103,200,0
7/2/2025 11:38,115,200,0
7/2/2025 11:39,117,200,0
7/2/2025 11:40,235,200,0
7/2/2025 11:41,240,200,0
7/2/2025 11:42,153,200,0
7/2/2025 11:43,103,200,0
7/2/2025 11:44,104,200,0
7/2/2025 11:45,145,200,0
7/2/2025 11:46,243,200,0
7/2/2025 11:47,261,200,0
7/2/2025 11:48,186,200,0
7/2/2025 11:49,227,200,0
7/2/2025 11:50,253,200,0
7/2/2025 11:51,,503,1
7/2/2025 11:52,210,200,0
7/2/2025 11:53,218,200,0
7/2/2025 11:54,147,200,0
7/2/2025 11:55,131,200,0
7/2/2025 11:56,137,200,0
7/2/2025 11:57,278,200,0
7/2/2025 11:58,283,200,0
7/2/2025 11:59,169,200,0
7/2/2025 12:00,144,200,0
7/2/2025 12:01,188,200,0
7/2/2025 12:02,136,200,0
7/2/2025 12:03,124,200,0
7/2/2025 12:04,196,200,0
7/2/2025 12:05,107,200,0
7/2/2025 12:06,264,200,0
7/2/2025 12:07,275,200,0
7/2/2025 12:08,195,200,0
7/2/2025 12:09,131,200,0
7/2/2025 12:10,279,200,0
7/2/2025 12:11,148,200,0
7/2/2025 12:12,189,200,0
7/2/2025 12:13,206,200,0
7/2/2025 12:14,276,200,0
7/2/2025 12:15,251,200,0
7/2/2025 12:16,139,200,0
7/2/2025 12:17,225,200,0
7/2/2025 12:18,174,200,0
7/2/2025 12:19,160,200,0
7/2/2025 12:20,128,200,0
7/2/2025 12:21,125,200,0
7/2/2025 12:22,106,200,0
7/2/2025 12:23,256,200,0
7/2/2025 12:24,206,200,0
7/2/2025 12:25,190,200,0
7/2/2025 12:26,229,200,0
7/2/2025 12:27,219,200,0
7/2/2025 12:28,152,200,0
7/2/2025 12:29,214,200,0
7/2/2025 12:30,187,200,0
7/2/2025 12:31,118,200,0
7/2/2025 12:32,280,200,0
7/2/2025 12:33,237,200,0
7/2/2025 12:34,190,200,0
7/2/2025 12:35,192,200,0
7/2/2025 12:36,196,200,0
7/2/2025 12:37,193,200,0
7/2/2025 12:38,203,200,0
7/2/2025 12:39,184,200,0
7/2/2025 12:40,152,200,0
7/2/2025 12:41,4223,200,1
7/2/2025 12:42,161,200,0
7/2/2025 12:43,264,200,0
7/2/2025 12:44,146,200,0
7/2/2025 12:45,138,200,0
7/2/2025 12:46,284,200,0
7/2/2025 12:47,148,200,0
7/2/2025 12:48,281,200,0
7/2/2025 12:49,156,200,0
7/2/2025 12:50,296,200,0
7/2/2025 12:51,152,200,0
7/2/2025 12:52,,504,1
7/2/2025 12:53,112,200,0
7/2/2025 12:54,264,200,0
7/2/2025 12:55,196,200,0
7/2/2025 12:56,238,200,0
7/2/2025 12:57,194,200,0
7/2/2025 12:58,237,200,0
7/2/2025 12:59,186,200,0
7/2/2025 13:00,186,200,0
7/2/2025 13:01,122,200,0
7/2/2025 13:02,260,200,0
7/2/2025 13:03,257,200,0
7/2/2025 13:04,2191,200,1
7/2/2025 13:05,183,200,0
7/2/2025 13:06,104,200,0
7/2/2025 13:07,126,200,0
7/2/2025 13:08,238,200,0
7/2/2025 13:09,123,200,0
7/2/2025 13:10,205,200,0
7/2/2025 13:11,185,200,0
7/2/2025 13:12,281,200,0
7/2/2025 13:13,192,200,0
7/2/2025 13:14,241,200,0
7/2/2025 13:15,231,200,0
7/2/2025 13:16,157,200,0
7/2/2025 13:17,143,200,0
7/2/2025 13:18,132,200,0
7/2/2025 13:19,269,200,0
7/2/2025 13:20,119,200,0
7/2/2025 13:21,196,200,0
7/2/2025 13:22,198,200,0
7/2/2025 13:23,153,200,0
7/2/2025 13:24,202,200,0
7/2/2025 13:25,143,200,0
7/2/2025 13:26,234,200,0
7/2/2025 13:27,205,200,0
7/2/2025 13:28,113,200,0
7/2/2025 13:29,299,200,0
7/2/2025 13:30,158,200,0
7/2/2025 13:31,142,200,0
7/2/2025 13:32,286,200,0
7/2/2025 13:33,294,200,0
7/2/2025 13:34,145,200,0
7/2/2025 13:35,274,200,0
7/2/2025 13:36,214,200,0
7/2/2025 13:37,216,200,0
7/2/2025 13:38,,503,1
7/2/2025 13:39,113,200,0
7/2/2025 13:40,167,200,0
7/2/2025 13:41,291,200,0
7/2/2025 13:42,246,200,0
7/2/2025 13:43,258,200,0
7/2/2025 13:44,257,200,0
7/2/2025 13:45,280,200,0
7/2/2025 13:46,124,200,0
7/2/2025 13:47,203,200,0
7/2/2025 13:48,,0,1
7/2/2025 13:49,4440,200,1
7/2/2025 13:50,226,200,0
7/2/2025 13:51,154,200,0
7/2/2025 13:52,278,200,0
7/2/2025 13:53,267,200,0
7/2/2025 13:54,190,200,0
7/2/2025 13:55,151,200,0
7/2/2025 13:56,240,200,0
7/2/2025 13:57,189,200,0
7/2/2025 13:58,175,200,0
7/2/2025 13:59,268,200,0
7/2/2025 14:00,146,200,0
7/2/2025 14:01,208,200,0
7/2/2025 14:02,129,200,0
7/2/2025 14:03,158,200,0
7/2/2025 14:04,123,200,0
7/2/2025 14:05,118,200,0
7/2/2025 14:06,101,200,0
7/2/2025 14:07,185,200,0
7/2/2025 14:08,267,200,0
7/2/2025 14:09,153,200,0
7/2/2025 14:10,270,200,0
7/2/2025 14:11,151,200,0
7/2/2025 14:12,275,200,0
7/2/2025 14:13,140,200,0
7/2/2025 14:14,288,200,0
7/2/2025 14:15,226,200,0
7/2/2025 14:16,205,200,0
7/2/2025 14:17,272,200,0
7/2/2025 14:18,,504,1
7/2/2025 14:19,156,200,0
7/2/2025 14:20,244,200,0
7/2/2025 14:21,235,200,0
7/2/2025 14:22,139,200,0
7/2/2025 14:23,131,200,0
7/2/2025 14:24,209,200,0
7/2/2025 14:25,201,200,0
7/2/2025 14:26,279,200,0
7/2/2025 14:27,146,200,0
7/2/2025 14:28,192,200,0
7/2/2025 14:29,106,200,0
7/2/2025 14:30,200,200,0
7/2/2025 14:31,129,200,0
7/2/2025 14:32,104,200,0
7/2/2025 14:33,198,200,0
7/2/2025 14:34,246,200,0
7/2/2025 14:35,214,200,0
7/2/2025 14:36,161,200,0
7/2/2025 14:37,197,200,0
7/2/2025 14:38,198,200,0
7/2/2025 14:39,204,200,0
7/2/2025 14:40,246,200,0
7/2/2025 14:41,100,200,0
7/2/2025 14:42,170,200,0
7/2/2025 14:43,173,200,0
7/2/2025 14:44,214,200,0
7/2/2025 14:45,172,200,0
7/2/2025 14:46,201,200,0
7/2/2025 14:47,220,200,0
7/2/2025 14:48,244,200,0
7/2/2025 14:49,1485,200,1
7/2/2025 14:50,173,200,0
7/2/2025 14:51,203,200,0
7/2/2025 14:52,146,200,0
7/2/2025 14:53,171,200,0
7/2/2025 14:54,179,200,0
7/2/2025 14:55,132,200,0
7/2/2025 14:56,217,200,0
7/2/2025 14:57,177,200,0
7/2/2025 14:58,287,200,0
7/2/2025 14:59,295,200,0
7/2/2025 15:00,245,200,0
7/2/2025 15:01,214,200,0
7/2/2025 15:02,194,200,0
7/2/2025 15:03,221,200,0
7/2/2025 15:04,134,200,0
7/2/2025 15:05,177,200,0
7/2/2025 15:06,278,200,0
7/2/2025 15:07,274,200,0
7/2/2025 15:08,228,200,0
7/2/2025 15:09,244,200,0
7/2/2025 15:10,155,200,0
7/2/2025 15:11,188,200,0
7/2/2025 15:12,205,200,0
7/2/2025 15:13,191,200,0
7/2/2025 15:14,206,200,0
7/2/2025 15:15,237,200,0
7/2/2025 15:16,222,200,0
7/2/2025 15:17,155,200,0
7/2/2025 15:18,260,200,0
7/2/2025 15:19,100,200,0
7/2/2025 15:20,235,200,0
7/2/2025 15:21,239,200,0
7/2/2025 15:22,224,200,0
7/2/2025 15:23,178,200,0
7/2/2025 15:24,218,200,0
7/2/2025 15:25,117,200,0
7/2/2025 15:26,138,200,0
7/2/2025 15:27,264,200,0
7/2/2025 15:28,279,200,0
7/2/2025 15:29,215,200,0
7/2/2025 15:30,290,200,0
7/2/2025 15:31,298,200,0
7/2/2025 15:32,224,200,0
7/2/2025 15:33,114,200,0
7/2/2025 15:34,143,200,0
7/2/2025 15:35,150,200,0
7/2/2025 15:36,130,200,0
7/2/2025 15:37,183,200,0
7/2/2025 15:38,187,200,0
7/2/2025 15:39,178,200,0
7/2/2025 15:40,219,200,0
7/2/2025 15:41,245,200,0
7/2/2025 15:42,281,200,0
7/2/2025 15:43,192,200,0
7/2/2025 15:44,171,200,0
7/2/2025 15:45,238,200,0
7/2/2025 15:46,202,200,0
7/2/2025 15:47,286,200,0
7/2/2025 15:48,106,200,0
7/2/2025 15:49,4436,200,1
7/2/2025 15:50,243,200,0
7/2/2025 15:51,,504,1
7/2/2025 15:52,284,200,0
7/2/2025 15:53,125,200,0
7/2/2025 15:54,257,200,0
7/2/2025 15:55,286,200,0
7/2/2025 15:56,279,200,0
7/2/2025 15:57,164,200,0
7/2/2025 15:58,165,200,0
7/2/2025 15:59,236,200,0
7/2/2025 16:00,164,200,0
7/2/2025 16:01,163,200,0
7/2/2025 16:02,181,200,0
7/2/2025 16:03,205,200,0
7/2/2025 16:04,247,200,0
7/2/2025 16:05,154,200,0
7/2/2025 16:06,117,200,0
7/2/2025 16:07,181,200,0
7/2/2025 16:08,249,200,0
7/2/2025 16:09,102,200,0
7/2/2025 16:10,256,200,0
7/2/2025 16:11,266,200,0
7/2/2025 16:12,257,200,0
7/2/2025 16:13,151,200,0
7/2/2025 16:14,146,200,0
7/2/2025 16:15,125,200,0
7/2/2025 16:16,139,200,0
7/2/2025 16:17,158,200,0
7/2/2025 16:18,188,200,0
7/2/2025 16:19,187,200,0
7/2/2025 16:20,298,200,0
7/2/2025 16:21,134,200,0
7/2/2025 16:22,280,200,0
7/2/2025 16:23,198,200,0
7/2/2025 16:24,150,200,0
7/2/2025 16:25,285,200,0
7/2/2025 16:26,288,200,0
7/2/2025 16:27,112,200,0
7/2/2025 16:28,298,200,0
7/2/2025 16:29,175,200,0
7/2/2025 16:30,247,200,0
7/2/2025 16:31,137,200,0
7/2/2025 16:32,129,200,0
7/2/2025 16:33,186,200,0
7/2/2025 16:34,265,200,0
7/2/2025 16:35,255,200,0
7/2/2025 16:36,136,200,0
7/2/2025 16:37,103,200,0
7/2/2025 16:38,130,200,0
7/2/2025 16:39,218,200,0
7/2/2025 16:40,155,200,0
7/2/2025 16:41,212,200,0
7/2/2025 16:42,101,200,0
7/2/2025 16:43,273,200,0
7/2/2025 16:44,186,200,0
7/2/2025 16:45,161,200,0
7/2/2025 16:46,189,200,0
7/2/2025 16:47,236,200,0
7/2/2025 16:48,275,200,0
7/2/2025 16:49,238,200,0
7/2/2025 16:50,186,200,0
7/2/2025 16:51,176,200,0
7/2/2025 16:52,202,200,0
7/2/2025 16:53,115,200,0
7/2/2025 16:54,113,200,0
7/2/2025 16:55,236,200,0
7/2/2025 16:56,266,200,0
7/2/2025 16:57,242,200,0
7/2/2025 16:58,141,200,0
7/2/2025 16:59,293,200,0
7/2/2025 17:00,289,200,0
7/2/2025 17:01,267,200,0
7/2/2025 17:02,276,200,0
7/2/2025 17:03,234,200,0
7/2/2025 17:04,121,200,0
7/2/2025 17:05,151,200,0
7/2/2025 17:06,205,200,0
7/2/2025 17:07,286,200,0
7/2/2025 17:08,3139,200,1
7/2/2025 17:09,181,200,0
7/2/2025 17:10,167,200,0
7/2/2025 17:11,122,200,0
7/2/2025 17:12,146,200,0
7/2/2025 17:13,1830,200,1
7/2/2025 17:14,213,200,0
7/2/2025 17:15,101,200,0
7/2/2025 17:16,210,200,0
7/2/2025 17:17,275,200,0
7/2/2025 17:18,296,200,0
7/2/2025 17:19,225,200,0
7/2/2025 17:20,138,200,0
7/2/2025 17:21,181,200,0
7/2/2025 17:22,1295,200,1
7/2/2025 17:23,107,200,0
7/2/2025 17:24,278,200,0
7/2/2025 17:25,205,200,0
7/2/2025 17:26,177,200,0
7/2/2025 17:27,184,200,0
7/2/2025 17:28,290,200,0
7/2/2025 17:29,159,200,0
7/2/2025 17:30,162,200,0
7/2/2025 17:31,232,200,0
7/2/2025 17:32,117,200,0
7/2/2025 17:33,231,200,0
7/2/2025 17:34,296,200,0
7/2/2025 17:35,143,200,0
7/2/2025 17:36,259,200,0
7/2/2025 17:37,102,200,0
7/2/2025 17:38,262,200,0
7/2/2025 17:39,231,200,0
7/2/2025 17:40,272,200,0
7/2/2025 17:41,233,200,0
7/2/2025 17:42,124,200,0
7/2/2025 17:43,245,200,0
7/2/2025 17:44,209,200,0
7/2/2025 17:45,297,200,0
7/2/2025 17:46,223,200,0
7/2/2025 17:47,204,200,0
7/2/2025 17:48,233,200,0
7/2/2025 17:49,219,200,0
7/2/2025 17:50,237,200,0
7/2/2025 17:51,244,200,0
7/2/2025 17:52,115,200,0
7/2/2025 17:53,133,200,0
7/2/2025 17:54,,503,1
7/2/2025 17:55,255,200,0
7/2/2025 17:56,236,200,0
7/2/2025 17:57,127,200,0
7/2/2025 17:58,102,200,0
7/2/2025 17:59,117,200,0
7/2/2025 18:00,129,200,0
7/2/2025 18:01,286,200,0
7/2/2025 18:02,142,200,0
7/2/2025 18:03,156,200,0
7/2/2025 18:04,142,200,0
7/2/2025 18:05,239,200,0
7/2/2025 18:06,201,200,0
7/2/2025 18:07,142,200,0
7/2/2025 18:08,109,200,0
7/2/2025 18:09,223,200,0
7/2/2025 18:10,186,200,0
7/2/2025 18:11,128,200,0
7/2/2025 18:12,149,200,0
7/2/2025 18:13,103,200,0
7/2/2025 18:14,266,200,0
7/2/2025 18:15,169,200,0
7/2/2025 18:16,128,200,0
7/2/2025 18:17,222,200,0
7/2/2025 18:18,253,200,0
7/2/2025 18:19,220,200,0
7/2/2025 18:20,251,200,0
7/2/2025 18:21,138,200,0
7/2/2025 18:22,230,200,0
7/2/2025 18:23,128,200,0
7/2/2025 18:24,154,200,0
7/2/2025 18:25,110,200,0
7/2/2025 18:26,199,200,0
7/2/2025 18:27,280,200,0
7/2/2025 18:28,121,200,0
7/2/2025 18:29,172,200,0
7/2/2025 18:30,228,200,0
7/2/2025 18:31,,504,1
7/2/2025 18:32,135,200,0
7/2/2025 18:33,195,200,0
7/2/2025 18:34,169,200,0
7/2/2025 18:35,109,200,0
7/2/2025 18:36,166,200,0
7/2/2025 18:37,179,200,0
7/2/2025 18:38,112,200,0
7/2/2025 18:39,203,200,0
7/2/2025 18:40,210,200,0
7/2/2025 18:41,138,200,0
7/2/2025 18:42,229,200,0
7/2/2025 18:43,269,200,0
7/2/2025 18:44,231,200,0
7/2/2025 18:45,257,200,0
7/2/2025 18:46,142,200,0
7/2/2025 18:47,270,200,0
7/2/2025 18:48,186,200,0
7/2/2025 18:49,210,200,0
7/2/2025 18:50,223,200,0
7/2/2025 18:51,117,200,0
7/2/2025 18:52,196,200,0
7/2/2025 18:53,152,200,0
7/2/2025 18:54,254,200,0
7/2/2025 18:55,196,200,0
7/2/2025 18:56,166,200,0
7/2/2025 18:57,235,200,0
7/2/2025 18:58,203,200,0
7/2/2025 18:59,108,200,0
7/2/2025 19:00,118,200,0
7/2/2025 19:01,205,200,0
7/2/2025 19:02,290,200,0
7/2/2025 19:03,,503,1
7/2/2025 19:04,238,200,0
7/2/2025 19:05,189,200,0
7/2/2025 19:06,173,200,0
7/2/2025 19:07,192,200,0
7/2/2025 19:08,208,200,0
7/2/2025 19:09,297,200,0
7/2/2025 19:10,156,200,0
7/2/2025 19:11,136,200,0
7/2/2025 19:12,245,200,0
7/2/2025 19:13,282,200,0
7/2/2025 19:14,274,200,0
7/2/2025 19:15,204,200,0
7/2/2025 19:16,160,200,0
7/2/2025 19:17,296,200,0
7/2/2025 19:18,153,200,0
7/2/2025 19:19,187,200,0
7/2/2025 19:20,112,200,0
7/2/2025 19:21,116,200,0
7/2/2025 19:22,267,200,0
7/2/2025 19:23,273,200,0
7/2/2025 19:24,260,200,0
7/2/2025 19:25,223,200,0
7/2/2025 19:26,106,200,0
7/2/2025 19:27,202,200,0
7/2/2025 19:28,171,200,0
7/2/2025 19:29,249,200,0
7/2/2025 19:30,128,200,0
7/2/2025 19:31,271,200,0
7/2/2025 19:32,190,200,0
7/2/2025 19:33,169,200,0
7/2/2025 19:34,211,200,0
7/2/2025 19:35,172,200,0
7/2/2025 19:36,137,200,0
7/2/2025 19:37,289,200,0
7/2/2025 19:38,171,200,0
7/2/2025 19:39,241,200,0
7/2/2025 19:40,132,200,0
7/2/2025 19:41,134,200,0
7/2/2025 19:42,159,200,0
7/2/2025 19:43,188,200,0
7/2/2025 19:44,243,200,0
7/2/2025 19:45,226,200,0
7/2/2025 19:46,134,200,0
7/2/2025 19:47,269,200,0
7/2/2025 19:48,149,200,0
7/2/2025 19:49,187,200,0
7/2/2025 19:50,139,200,0
7/2/2025 19:51,135,200,0
7/2/2025 19:52,229,200,0
7/2/2025 19:53,232,200,0
7/2/2025 19:54,147,200,0
7/2/2025 19:55,106,200,0
7/2/2025 19:56,297,200,0
7/2/2025 19:57,193,200,0
7/2/2025 19:58,257,200,0
7/2/2025 19:59,244,200,0
7/2/2025 20:00,120,200,0
7/2/2025 20:01,138,200,0
7/2/2025 20:02,246,200,0
7/2/2025 20:03,119,200,0
7/2/2025 20:04,145,200,0
7/2/2025 20:05,,504,1
7/2/2025 20:06,144,200,0
7/2/2025 20:07,101,200,0
7/2/2025 20:08,286,200,0
7/2/2025 20:09,167,200,0
7/2/2025 20:10,194,200,0
7/2/2025 20:11,133,200,0
7/2/2025 20:12,123,200,0
7/2/2025 20:13,221,200,0
7/2/2025 20:14,129,200,0
7/2/2025 20:15,121,200,0
7/2/2025 20:16,100,200,0
7/2/2025 20:17,,0,1
7/2/2025 20:18,160,200,0
7/2/2025 20:19,243,200,0
7/2/2025 20:20,202,200,0
7/2/2025 20:21,153,200,0
7/2/2025 20:22,224,200,0
7/2/2025 20:23,200,200,0
7/2/2025 20:24,108,200,0
7/2/2025 20:25,235,200,0
7/2/2025 20:26,2840,200,1
7/2/2025 20:27,180,200,0
7/2/2025 20:28,300,200,0
7/2/2025 20:29,227,200,0
7/2/2025 20:30,298,200,0
7/2/2025 20:31,274,200,0
7/2/2025 20:32,125,200,0
7/2/2025 20:33,180,200,0
7/2/2025 20:34,273,200,0
7/2/2025 20:35,160,200,0
7/2/2025 20:36,212,200,0
7/2/2025 20:37,230,200,0
7/2/2025 20:38,218,200,0
7/2/2025 20:39,209,200,0
7/2/2025 20:40,286,200,0
7/2/2025 20:41,202,200,0
7/2/2025 20:42,298,200,0
7/2/2025 20:43,122,200,0
7/2/2025 20:44,151,200,0
7/2/2025 20:45,168,200,0
7/2/2025 20:46,169,200,0
7/2/2025 20:47,206,200,0
7/2/2025 20:48,102,200,0
7/2/2025 20:49,105,200,0
7/2/2025 20:50,258,200,0
7/2/2025 20:51,180,200,0
7/2/2025 20:52,206,200,0
7/2/2025 20:53,153,200,0
7/2/2025 20:54,4816,200,1
7/2/2025 20:55,232,200,0
7/2/2025 20:56,254,200,0
7/2/2025 20:57,258,200,0
7/2/2025 20:58,206,200,0
7/2/2025 20:59,203,200,0
7/2/2025 21:00,116,200,0
7/2/2025 21:01,199,200,0
7/2/2025 21:02,181,200,0
7/2/2025 21:03,213,200,0
7/2/2025 21:04,272,200,0
7/2/2025 21:05,266,200,0
7/2/2025 21:06,262,200,0
7/2/2025 21:07,225,200,0
7/2/2025 21:08,137,200,0
7/2/2025 21:09,216,200,0
7/2/2025 21:10,213,200,0
7/2/2025 21:11,166,200,0
7/2/2025 21:12,1551,200,1
7/2/2025 21:13,181,200,0
7/2/2025 21:14,153,200,0
7/2/2025 21:15,205,200,0
7/2/2025 21:16,103,200,0
7/2/2025 21:17,195,200,0
7/2/2025 21:18,135,200,0
7/2/2025 21:19,276,200,0
7/2/2025 21:20,231,200,0
7/2/2025 21:21,274,200,0
7/2/2025 21:22,206,200,0
7/2/2025 21:23,153,200,0
7/2/2025 21:24,171,200,0
7/2/2025 21:25,207,200,0
7/2/2025 21:26,174,200,0
7/2/2025 21:27,1062,200,1
7/2/2025 21:28,146,200,0
7/2/2025 21:29,106,200,0
7/2/2025 21:30,175,200,0
7/2/2025 21:31,157,200,0
7/2/2025 21:32,169,200,0
7/2/2025 21:33,3285,200,1
7/2/2025 21:34,168,200,0
7/2/2025 21:35,253,200,0
7/2/2025 21:36,124,200,0
7/2/2025 21:37,222,200,0
7/2/2025 21:38,193,200,0
7/2/2025 21:39,289,200,0
7/2/2025 21:40,258,200,0
7/2/2025 21:41,177,200,0
7/2/2025 21:42,200,200,0
7/2/2025 21:43,186,200,0
7/2/2025 21:44,247,200,0
7/2/2025 21:45,196,200,0
7/2/2025 21:46,244,200,0
7/2/2025 21:47,236,200,0
7/2/2025 21:48,146,200,0
7/2/2025 21:49,157,200,0
7/2/2025 21:50,,0,1
