latency_ms,anomaly
129.36179725578234,0
317.90386440055465,1
122.61866719247759,0
119.2843296578703,0
98.27873487754013,0
132.1929317825844,0
97.45285570322841,0
111.12642916746255,0
141.30756371984782,0
111.11409113641696,0
133.49399813149876,0
157.90398638810433,0
116.17534173868717,0
98.76943886924379,0
112.05359694349441,0
102.05690063878994,0
125.73614619276076,0
128.85982246038463,0
101.53703525349067,0
122.77254185542311,0
121.93831772962841,0
99.25800403553495,0
121.59645341537845,0
122.72799382587743,0
118.8833112635075,0
129.1184476457481,0
147.73434142418017,0
101.83475700356315,0
130.04508823245058,0
148.151937188371,0
108.25120061495645,0
113.40403412588738,0
111.34843004147501,0
135.8046269491176,0
102.13044754196028,0
116.7347819515917,0
131.87494040944404,0
289.29529576878866,1
112.46918663471084,0
97.2094505106898,0
126.93155211394907,0
114.09991781508958,0
116.64805822011223,0
129.49172799159427,0
111.39506989679646,0
117.49322879524719,0
177.7909723598208,0
116.31917825995694,0
124.28798086087357,0
121.70276017876873,0
303.958215669253,1
103.05439718013574,0
133.96920178674299,0
131.8654792056457,0
125.06403993112804,0
121.66383884564799,0
119.46260941335073,0
135.09439213821662,0
97.82217014448858,0
117.14491982874588,0
120.87313077669,0
122.75013008607527,0
139.58218210731494,0
114.54581681679217,0
127.72571529459071,0
94.34747411015061,0
113.30349578174207,0
120.71098006974621,0
115.35680341029014,0
126.20152354835551,0
121.07349355829089,0
116.87816624464087,0
126.71562840025973,0
121.1370683729059,0
128.56335766039751,0
123.67449856663085,0
112.81238643232065,0
112.93442541572516,0
132.30723271796046,0
118.54930332194411,0
131.36261565070959,0
134.57356426431534,0
131.61951080144004,0
122.66551501399881,0
129.3427489852125,0
118.94751432812029,0
146.56200953453265,0
123.05195453800835,0
129.5788868816606,0
117.19692533757961,0
128.58874172034237,0
109.85411546911095,0
91.21843177051437,0
115.78349560671067,0
125.91678213567445,0
100.84877136269536,0
104.6815077430393,0
122.91134989347461,0
129.75301766937991,0
118.04785418448473,0
127.5137578143657,0
104.11179717166573,0
129.15878617925733,0
125.00493157930423,0
152.44882084958192,0
120.3913657531625,0
115.16907725691486,0
120.44634209243618,0
87.01791065069878,0
154.48347185428875,0
109.45235362311169,0
119.10711965907299,0
104.87870533623894,0
104.93788849871898,0
111.00911031833967,0
109.84257432731832,0
107.09379952074072,0
142.1303432542433,0
136.2117108833193,0
134.32713480751858,0
121.37641164803253,0
115.62459375310085,0
111.82621369786575,0
110.99674684261808,0
110.20006151139432,0
119.63812369334995,0
139.16497343682636,0
126.19171390404748,0
124.00575398803889,0
116.03014750143066,0
98.66619435603488,0
140.34360042856235,0
139.60714131423643,0
144.42923318356938,0
110.0606436158123,0
122.49678312319584,0
150.9112188732298,0
113.24901792781135,0
139.07332642491238,0
101.28325227052726,0
137.82589910172126,0
111.15952864583683,0
91.99102211112378,0
112.15709959270097,0
129.50878533477018,0
92.92676849003222,0
123.21140616195306,0
128.9273553815537,0
93.554397669559,0
127.60911046660947,0
129.71532807151038,0
133.34446193435156,0
120.36765261388415,0
104.6022705088341,0
126.07472566441433,0
125.56718810056964,0
115.95889748333164,0
334.71927606330496,1
107.04013845480276,0
104.1343360656615,0
99.33495948064363,0
136.6305537087436,0
132.45503724816368,0
122.93767882646523,0
115.51488974301199,0
107.87259595660218,0
121.75991074963173,0
142.16841067112273,0
112.2919962399496,0
129.61264291900514,0
99.724730915755,0
95.0771990659656,0
151.3858091352819,0
128.08365065526988,0
115.38332647570499,0
116.4879456457623,0
140.52947336298524,0
119.88041038025074,0
123.91582908269834,0
293.5930538361136,1
116.2655377728139,0
147.7006098860405,0
129.9319601178157,0
144.48616955897452,0
88.98836849940184,0
109.11384280269802,0
88.1415641353529,0
103.78405008600154,0
137.5394338566851,0
110.22245838296762,0
137.14234221772531,0
134.25635757279076,0
101.08674068497433,0
118.51236204330925,0
127.56069773276766,0
128.13840065378946,0
106.742138456983,0
127.2151384760507,0
125.35668857267619,0
118.28190232121074,0
148.64124960705195,0
104.81843437109748,0
132.78650002194337,0
116.9671102134916,0
137.033484602709,0
119.47972668919829,0
107.40417236728835,0
106.16752013733561,0
103.8338283310604,0
109.0360494008712,0
107.59153584671516,0
122.94832164767362,0
141.80301115735975,0
104.97569985157627,0
127.39976851321333,0
107.08073698007604,0
134.62679600126626,0
136.0001203438373,0
131.51152093729362,0
109.28472872960448,0
103.15916967656553,0
106.15150130833644,0
133.08685992420217,0
95.90330519613642,0
124.33752965861727,0
98.90008354727667,0
139.17677793910948,0
112.83513829852325,0
101.22690863714334,0
125.07744611241621,0
119.16678451655072,0
127.94706266872925,0
115.95187597059943,0
131.14896141034072,0
146.28405665135435,0
166.18321212682855,0
109.27044436110047,0
113.3072485017783,0
135.47766809202952,0
134.31002645239803,0
90.18646628098661,0
127.82912348425347,0
131.20940407684893,0
104.96205953043287,0
93.61890770365329,0
131.27080685057683,0
118.36859777314713,0
135.5630991638685,0
115.67012041619793,0
127.10388645952773,0
115.7732308670924,0
136.48165277980786,0
127.07202535703993,0
118.31507925463755,0
109.77023628003302,0
127.45071229516849,0
130.22929456942447,0
99.7772186684143,0
113.68523278769605,0
127.46997436868175,0
82.92533249809065,0
112.03504567497274,0
137.6916018108193,0
118.84347435878844,0
152.85683438714966,0
138.09763449762536,0
97.82120631330238,0
119.31620975466754,0
136.10447624789657,0
121.4561632402206,0
121.92156622366184,0
107.14263665375576,0
126.02567583148412,0
105.27737023428074,0
123.74075525566133,0
110.32320368092314,0
112.6049859801175,0
121.0284446220904,0
107.56507483616892,0
105.90180320508966,0
137.37166310250103,0
123.89824191372635,0
117.66484146911881,0
112.3497540171788,0
120.88827651021732,0
143.24901607526309,0
102.25112231001337,0
134.45064193866483,0
110.99041965121792,0
107.25233445802812,0
101.31391831932018,0
126.44427328698879,0
115.96666964167754,0
108.69395753463766,0
106.38654506937603,0
123.41189901906193,0
125.11727962224965,0
143.68819223261087,0
120.2089393786942,0
118.6539645856916,0
143.4696548372101,0
137.23909989428515,0
103.40211136887494,0
110.07320302847418,0
131.72734307665965,0
138.8363418836028,0
152.1591613398799,0
154.71987850010262,0
133.8926632129746,0
114.42838701006313,0
104.06544429410843,0
326.3478813126865,1
130.76313383693943,0
138.69127788746442,0
130.71000741138138,0
122.57052421784955,0
112.33176485353222,0
123.86325586084146,0
140.33456788207425,0
107.41173715166042,0
135.8763673027438,0
112.04248278584208,0
123.53421837162848,0
123.35681927458347,0
111.83425913212226,0
125.76098173408961,0
112.65840836222667,0
141.6235293098685,0
113.5967839507887,0
99.83324233448585,0
147.699554940715,0
126.19397181413436,0
114.22376579375525,0
112.11367467478858,0
120.72127419992073,0
123.65701070656799,0
114.61061863819411,0
116.2114777291026,0
110.94022219926269,0
143.6617991964521,0
101.23329635422046,0
112.96236521842943,0
106.43525062343387,0
129.87816409009247,0
106.37963886718184,0
105.32440833577452,0
134.03517589721193,0
113.77068129148797,0
113.21540521126386,0
120.18888601172692,0
112.22594672589528,0
117.21511535004274,0
130.12229238249907,0
137.4474562823244,0
90.71868300716247,0
127.79019771361759,0
119.71475688145966,0
105.66689339099361,0
121.04703127485028,0
123.62943407349051,0
103.93661252908332,0
121.46514147823248,0
125.65950739567279,0
94.61303055427771,0
95.80926193215522,0
109.78422513787679,0
119.43547946362727,0
116.28722046672743,0
113.51162718270568,0
116.68545600700166,0
105.3185442632654,0
146.32191272976547,0
120.1950283781686,0
130.82508096064853,0
137.83524796661328,0
118.76773232411146,0
118.39454460068163,0
119.00880302029024,0
147.4718814878153,0
107.68976522472434,0
146.48181360421646,0
130.44309547220126,0
120.43117234402226,0
101.66808286662082,0
108.48978655667926,0
96.98828743896567,0
80.70382343865384,0
156.9486316872793,0
154.06039286706593,0
124.90391060646245,0
106.52377992977463,0
117.58071432500986,0
117.11458552828316,0
121.73511951439288,0
80.23545287410482,0
104.4713651637094,0
127.71658251088124,0
109.46920359183972,0
135.98220562598027,0
127.69901149670034,0
107.61754204811233,0
320.9910543063867,1
111.53882053894907,0
125.28083094771445,0
135.66241315603608,0
108.14288316832032,0
95.08558599726013,0
105.15592769612128,0
114.11837770301764,0
113.01405369644614,0
94.30298206363683,0
108.04657116794284,0
115.48344456616067,0
118.2652757641764,0
148.4518947398092,0
143.26727963283784,0
112.23583051445743,0
105.52614809129844,0
107.74596493519147,0
131.78700237976247,0
91.65688903581703,0
114.37768788675604,0
109.38495801571828,0
117.79413927746792,0
111.5656870613854,0
116.31385403871083,0
104.90973927750447,0
129.32714943325794,0
130.29390285561772,0
160.8025374988443,0
287.0612644458885,1
128.15040288569904,0
121.01292307031886,0
119.72230296011415,0
139.93728795198646,0
120.69654822234223,0
107.66669406650352,0
89.4115173335985,0
134.58831674440094,0
110.65289210362853,0
135.80703078052355,0
122.79913684734537,0
115.08506780103347,0
120.27627568784328,0
125.42454037571451,0
105.75901666752085,0
151.995500619844,0
125.65817812596781,0
142.53535578144042,0
123.48380545741506,0
132.32853756562835,0
122.80150146715617,0
125.49897369145272,0
107.29809422897392,0
98.46206773230841,0
89.6228612001359,0
103.77677994578407,0
102.46982943570703,0
123.5132209880478,0
116.41577929700385,0
303.951992093848,1
130.69497645258582,0
105.14195512303968,0
119.47932345442135,0
140.50311401166786,0
88.77105888174417,0
115.36181436223178,0
126.6639496722906,0
119.01374608390519,0
108.404853242168,0
113.39933269954524,0
113.09041843560318,0
116.7982927243223,0
125.77976069593255,0
308.48331892803833,1
111.66784321259618,0
100.79355971255575,0
105.36190120534,0
104.63418537998565,0
118.66319940730817,0
128.54650920348305,0
119.68647609053778,0
123.65530817237868,0
103.11766429052435,0
142.55097452650728,0
124.45477009849779,0
128.80285640700404,0
121.44181165411474,0
150.15306808149523,0
124.86125954092192,0
117.60092205054859,0
103.94872850510771,0
95.88775148158159,0
115.87422454272534,0
138.5672446796019,0
121.71341472993059,0
121.45493947489078,0
98.81544447997062,0
143.69358218596068,0
123.3320065745057,0
141.80076715676552,0
117.8643077246806,0
114.23166683655262,0
95.17714992201346,0
100.07720926652354,0
132.40774873554037,0
114.98248146238578,0
127.38676896012224,0
112.1321960058034,0
130.61627903183214,0
119.39763074033485,0
124.39608709948021,0
128.82475809726864,0
130.88649935848036,0
114.72729773938038,0
130.50464819113486,0
124.71370998892911,0
111.50553405595842,0
107.72668975149791,0
112.73648890700623,0
130.66439952305237,0
119.94596191364147,0
113.30227571899468,0
124.52321013500419,0
142.9432547919092,0
108.3931620134464,0
129.38501021647508,0
111.59728439704546,0
100.79543401993658,0
111.90360479535957,0
135.21555097527195,0
286.21624363820865,1
126.88770118842655,0
105.33667132802174,0
313.9644662722718,1
109.20233687407936,0
111.61617229092617,0
127.10749381367681,0
111.36543260643339,0
107.76284572551843,0
104.80753319498365,0
119.24642835826295,0
125.15427434352692,0
89.37397697363565,0
127.07123334579606,0
131.33086838738635,0
123.28725491495908,0
118.0812361277885,0
101.43276751759726,0
135.43733455988465,0
136.37260277883692,0
136.3342589545105,0
102.73509633866546,0
120.42477564195691,0
99.29847812677663,0
98.53837346822928,0
130.3521598756667,0
130.19396623402014,0
90.60494814180336,0
102.62452966211185,0
152.29773686267333,0
111.3627263903298,0
133.16043435863506,0
125.01685184980538,0
129.68226271711615,0
100.80634549896448,0
122.59771388776772,0
126.60021675079999,0
112.03696840619519,0
128.44453855035857,0
120.40328758491796,0
156.8295020986634,0
137.15631064810393,0
116.68553739255503,0
137.37893368511106,0
122.25452642192816,0
109.79962917632264,0
124.89199533363177,0
136.54952823024783,0
143.4828604385151,0
119.60229186826174,0
120.96420028643195,0
98.8730805545466,0
107.96584096167572,0
146.33011263664807,0
121.01277722115164,0
110.43390023623026,0
113.10958650689633,0
119.40667269215018,0
114.85968608879477,0
131.2789954903016,0
129.17514433261303,0
125.19672314245463,0
120.70470890647113,0
130.6350563638277,0
127.70678926368313,0
122.97127141151782,0
290.32228331891355,1
118.8834985634993,0
112.95788421097572,0
113.31746217898842,0
123.13295392507133,0
105.21410930496684,0
136.89847544321637,0
135.4869789082672,0
129.15555398150198,0
158.40126807403192,0
145.14655968412924,0
140.18130069232467,0
111.71665433578544,0
107.1246332972818,0
71.38098989896392,0
129.81548484531086,0
124.60949281314915,0
124.98471017969388,0
123.75739275518815,0
97.26383827504152,0
114.96322951064808,0
99.60215788530121,0
121.2988468120935,0
112.81877067504784,0
145.30712452608847,0
123.16526200803928,0
100.19315080373585,0
101.44573933682878,0
123.84044601470814,0
123.65009173984038,0
159.48573097256087,0
117.83459382114086,0
109.22333668121345,0
123.20969866101333,0
101.78717080818402,0
127.09856436860318,0
98.97223405811579,0
117.34579158758926,0
93.31919626643582,0
122.76950787798457,0
96.24145764771416,0
122.30587658918292,0
142.44066467233773,0
114.2202960470736,0
132.74403145531537,0
96.0835851180845,0
141.04191466404149,0
127.23708622864778,0
136.24576864762915,0
94.44926340967268,0
112.87582033258566,0
108.7727019516517,0
124.0736825579306,0
99.96983461934849,0
109.4981877759124,0
128.3968567189656,0
122.86648602029855,0
112.44786518825701,0
121.09976950782605,0
120.07865549577275,0
134.07425708963996,0
132.50883231823357,0
127.08896223619564,0
111.67200709960203,0
121.22811209079484,0
145.0353228793409,0
98.27979149375633,0
110.43919309040223,0
114.55742159340511,0
130.6253467094903,0
143.89779939959095,0
111.43880559375785,0
116.38145913215506,0
125.12633963665739,0
116.29233926219105,0
107.53574825383444,0
98.54787933059052,0
143.25750739221115,0
119.5095787785886,0
104.44130768510315,0
120.90345314911539,0
137.38994705046372,0
120.6835775985572,0
128.75892277988945,0
101.33017945032874,0
88.89914651387775,0
134.38906239127812,0
318.4926736582554,1
129.49397726633265,0
110.22599478591275,0
112.25932907673939,0
103.34136231801257,0
115.34599865109816,0
116.53598204686983,0
130.67422317133335,0
124.18532288655508,0
145.44684552435058,0
124.84077840507135,0
126.65729142219342,0
127.76488530703685,0
118.11319619850528,0
117.62988152131516,0
143.7902522421803,0
133.08480955081018,0
108.61301007669454,0
112.92102201315849,0
110.21064031046413,0
141.60175823174208,0
97.27213406702171,0
98.88804338435168,0
112.69311924352957,0
100.57381841904575,0
312.7034360336394,1
130.22251046058938,0
97.11712243612891,0
121.99454511220314,0
123.35826036418698,0
99.31021157978209,0
112.24067324849442,0
115.90914645378494,0
146.93816509643284,0
112.6859066389126,0
83.64181010056565,0
131.5629779083045,0
135.79729279999356,0
112.47364434623195,0
127.57480918470685,0
133.86040528810352,0
129.84830412950745,0
108.55111265186224,0
101.68734525043467,0
132.53538168097714,0
106.65728355561716,0
158.6003970487479,0
131.1938034904083,0
119.50309540689304,0
110.80816964273421,0
122.94781754552206,0
94.46124593643239,0
98.04727577801822,0
115.10964701748239,0
108.11218892350949,0
110.62772133456482,0
132.44108371775235,0
114.5855075127138,0
149.47087699374583,0
123.8163126495182,0
129.73064831384465,0
127.7255290081299,0
100.19650189469037,0
103.78415189387607,0
140.3080856124812,0
119.47517264254557,0
114.18447660096024,0
116.44772089889986,0
116.48769937914996,0
110.5954941331835,0
116.10612972954593,0
118.57056701419572,0
124.19952939479731,0
144.98211666693865,0
128.6560819077081,0
117.24024995470981,0
127.34061841841877,0
120.07670184963692,0
113.48255658851527,0
125.21372558042506,0
116.71349206786704,0
103.98569355926108,0
99.02148639271289,0
135.85683339328375,0
119.79754162893099,0
129.31008146326016,0
116.79016733661737,0
125.36681040522424,0
106.20863648649295,0
125.63547027518509,0
109.62137895178134,0
109.04450052424295,0
133.22459635424175,0
129.4861160858328,0
152.8470439982651,0
124.2148780160255,0
137.6894577609574,0
98.88732457923268,0
127.37878757259759,0
127.18469738619588,0
106.86572619922865,0
132.20275826054504,0
103.40497538990958,0
85.47118252896622,0
119.18557700223282,0
121.49477047631461,0
146.96529790274283,0
94.95892078317942,0
134.76483597714875,0
105.4953578530618,0
132.18788733591296,0
141.704668265306,0
94.12623251230451,0
147.98661766717134,0
131.07699869993115,0
121.16052461471428,0
107.87552571967272,0
118.9075663101469,0
118.55910150413025,0
108.40762178193643,0
123.11531530744666,0
109.84616999541062,0
119.75365655890872,0
115.1792123752051,0
110.82723295512078,0
119.14581564418398,0
122.56298157191912,0
109.60635607109019,0
135.73513838755335,0
133.76792920582164,0
120.27650899598089,0
120.52895327957593,0
108.10690751606484,0
286.971639927711,1
97.71659440444542,0
143.2125780199509,0
121.96110865929137,0
128.41176789552352,0
131.80626905613678,0
113.821845508163,0
108.3254291189653,0
111.0093746556934,0
109.4348446418586,0
128.6483544458365,0
141.1402116027837,0
111.56299836158598,0
126.06076285221808,0
113.87886940467673,0
111.34644516506395,0
117.92603548243223,0
123.12574211921329,0
301.1926073984035,1
151.13101197968157,0
148.21735604160887,0
116.70492168243732,0
105.93262440127316,0
132.33817368154783,0
96.44662920164316,0
120.7278244191724,0
130.2907718999766,0
112.04613572441339,0
123.36138722715626,0
134.52967485799334,0
111.54413170794038,0
122.20070529649985,0
138.01820883245918,0
123.48074906036454,0
109.09294236262697,0
118.27895337799652,0
91.30079633013304,0
120.31505762449139,0
131.35482924968028,0
148.1425625882383,0
120.1534959152938,0
132.33090239991736,0
119.2580443552135,0
341.5052174525053,1
79.54670035587642,0
121.23425983913137,0
108.65473882073545,0
327.98710873172,1
110.24036146317259,0
106.22022080273703,0
132.98632791255181,0
89.4281319723322,0
146.9183679527668,0
133.06687055147538,0
132.60965323483086,0
116.39511902762797,0
126.85129828730676,0
97.27729162971204,0
125.70296776508945,0
117.22646795335517,0
116.26445940665432,0
103.06422343174157,0
124.05685238669759,0
124.96895147105346,0
144.67451570251924,0
124.34662285344619,0
107.51466640343656,0
108.66925601470017,0
151.8323429551895,0
116.61335549270197,0
132.20264454000957,0
102.03183161116728,0
105.37977494659017,0
122.98589543360205,0
136.75943747382192,0
132.84598191485208,0
122.25590679714311,0
115.3624181479704,0
139.16515232847763,0
142.1991620833504,0
112.39585236943306,0
147.18672836995393,0
128.20646071755056,0
111.79711588139412,0
96.74004853400801,0
111.84862843299352,0
108.0255413319232,0
116.4811929993728,0
141.7671541169256,0
124.93126664489526,0
111.69526041979228,0
119.81629840729629,0
115.27096133039481,0
129.21250050065137,0
106.35918817807891,0
156.6862796942524,0
141.98473153382332,0
112.1591546922144,0
143.07054849698955,0
148.29278851815795,0
141.61909933599173,0
123.04384531276949,0
121.11142170629662,0
114.85928225209845,0
